Gender,Caste,coaching,Class_ten_education,twelve_education,medium,Class_X_Grade,Class_XII_Grade,Father_occupation,Mother_occupation,time,Performance
female,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,ONE,Good
female,OBC,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,ONE,Good
female,OBC,Outside Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Good
female,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE,TWO,Good
female,OBC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE,TWO,Good
female,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Excellent,BUSINESS,HOUSE_WIFE,ONE,Good
male,OBC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,THREE,Good
female,OBC,Within Assam,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Average
male,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,TWO,Average
female,OBC,Within Assam,SEBA,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Average
male,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Good,OTHERS,HOUSE_WIFE,TWO,Average
female,OBC,Within Assam,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,DOCTOR,HOUSE_WIFE,TWO,Average
male,OBC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,ONE,Average
female,OBC,No Coaching,SEBA,AHSEC,ASSAMESE,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,THREE,Average
male,OBC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Average
female,OBC,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,ONE,Average
male,OBC,Within Assam,SEBA,AHSEC,ASSAMESE,Vg,Good,BUSINESS,HOUSE_WIFE,THREE,Average
male,OBC,Outside Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,OTHERS,TWO,Average
female,OBC,Within Assam,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Average
male,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,OTHERS,TWO,Average
female,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Average
female,OBC,No Coaching,SEBA,AHSEC,ASSAMESE,Vg,Good,OTHERS,HOUSE_WIFE,TWO,Average
male,OBC,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Average
female,OBC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Average
male,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,TWO,Average
male,OBC,No Coaching,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,TWO,Average
male,OBC,Within Assam,SEBA,CBSE,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE,ONE,Average
male,OBC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,OTHERS,THREE,Average
male,OBC,No Coaching,SEBA,AHSEC,OTHERS,Vg,Average,SCHOOL_TEACHER,HOUSE_WIFE,FOUR or More,Average
female,OBC,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,ONE,Average
male,OBC,Within Assam,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Average
male,OBC,No Coaching,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,BUSINESS,SCHOOL_TEACHER,TWO,Average
female,SC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,THREE,Good
male,SC,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Good,SCHOOL_TEACHER,HOUSE_WIFE,THREE,Good
female,SC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,TWO,Good
female,SC,No Coaching,SEBA,AHSEC,OTHERS,Excellent,Excellent,ENGINEER,HOUSE_WIFE,TWO,Good
female,SC,Outside Assam,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Good
female,SC,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,THREE,Good
male,SC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE,TWO,Good
female,SC,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE,TWO,Average
female,SC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Average
female,SC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,THREE,Average
male,SC,Within Assam,SEBA,AHSEC,ASSAMESE,Good,Good,OTHERS,HOUSE_WIFE,ONE,Average
female,SC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Average
female,SC,Within Assam,SEBA,AHSEC,ASSAMESE,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE,THREE,Average
female,SC,Within Assam,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,ONE,Average
female,SC,Within Assam,CBSE,CBSE,ENGLISH,Vg,Vg,BANK_OFFICIAL,OTHERS,THREE,Average
female,SC,No Coaching,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Average
female,SC,No Coaching,SEBA,AHSEC,ASSAMESE,Average,Good,BUSINESS,HOUSE_WIFE,TWO,Average
male,SC,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Average
female,SC,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,TWO,Average
female,SC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,TWO,Average
male,SC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Average
male,SC,Within Assam,SEBA,AHSEC,ASSAMESE,Vg,Vg,CULTIVATOR,HOUSE_WIFE,TWO,Average
male,SC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Good,SCHOOL_TEACHER,OTHERS,TWO,Average
male,SC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,SCHOOL_TEACHER,TWO,Average
female,SC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Average
male,SC,No Coaching,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,ONE,Average
female,SC,Within Assam,SEBA,AHSEC,OTHERS,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Average
male,SC,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,ONE,Average
male,SC,No Coaching,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,TWO,Average
female,SC,No Coaching,SEBA,CBSE,ENGLISH,Vg,Vg,DOCTOR,SCHOOL_TEACHER,TWO,Average
female,SC,Within Assam,SEBA,AHSEC,OTHERS,Good,Good,SCHOOL_TEACHER,OTHERS,THREE,Average
female,SC,Within Assam,SEBA,CBSE,ENGLISH,Vg,Excellent,OTHERS,HOUSE_WIFE,TWO,Average
female,SC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,OTHERS,TWO,Average
male,SC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER,TWO,Average
male,SC,Within Assam,SEBA,AHSEC,ASSAMESE,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Average
female,SC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE,ONE,Average
male,SC,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,ONE,Average
male,SC,Within Assam,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,ENGINEER,HOUSE_WIFE,TWO,Average
male,ST,Within Assam,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,TWO,Good
female,ST,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,TWO,Good
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Vg,BANK_OFFICIAL,HOUSE_WIFE,TWO,Good
female,ST,Within Assam,SEBA,CBSE,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE,TWO,Average
male,ST,Outside Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,TWO,Average
male,ST,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,ONE,Average
male,ST,No Coaching,SEBA,AHSEC,ENGLISH,Vg,Vg,SCHOOL_TEACHER,SCHOOL_TEACHER,THREE,Average
male,ST,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Average
female,ST,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER,ONE,Average
female,ST,Within Assam,SEBA,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,COLLEGE_TEACHER,TWO,Average
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Average
female,ST,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Average
male,ST,Within Assam,SEBA,AHSEC,ENGLISH,Good,Good,ENGINEER,SCHOOL_TEACHER,ONE,Average
male,ST,Within Assam,SEBA,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Average
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Average
male,ST,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE,ONE,Average
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Vg,BANK_OFFICIAL,HOUSE_WIFE,TWO,Average
male,ST,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,CULTIVATOR,HOUSE_WIFE,TWO,Average
female,ST,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Good,ENGINEER,Others,THREE,Average
male,ST,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Average
male,ST,Outside Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,SCHOOL_TEACHER,TWO,Average
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Vg,DOCTOR,HOUSE_WIFE,TWO,Average
female,ST,Within Assam,CBSE,CBSE,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,TWO,Average
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Average
male,ST,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE,TWO,Average
female,ST,Within Assam,OTHERS,OTHERS,ENGLISH,Excellent,Excellent,DOCTOR,COLLEGE_TEACHER,TWO,Average
female,ST,Within Assam,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,OTHERS,TWO,Average
male,ST,Outside Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Average
female,ST,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,HOUSE_WIFE,TWO,Average
male,ST,Within Assam,SEBA,AHSEC,ASSAMESE,Excellent,Vg,BANK_OFFICIAL,HOUSE_WIFE,TWO,Average
female,ST,Within Assam,SEBA,AHSEC,OTHERS,Average,Vg,OTHERS,HOUSE_WIFE,ONE,Average
male,ST,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,ONE,Average
female,ST,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Good,ENGINEER,HOUSE_WIFE,TWO,Average
male,ST,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE,TWO,Average
male,ST,Within Assam,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE,TWO,Average
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Average,OTHERS,HOUSE_WIFE,THREE,Average
male,ST,No Coaching,CBSE,CBSE,ENGLISH,Vg,Good,CULTIVATOR,HOUSE_WIFE,TWO,Average
male,ST,Within Assam,SEBA,AHSEC,ENGLISH,Average,Good,OTHERS,HOUSE_WIFE,ONE,Average
female,ST,Outside Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Average
female,ST,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,BANK_OFFICIAL,HOUSE_WIFE,THREE,Average
female,ST,Within Assam,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,TWO,Average
male,ST,Outside Assam,CBSE,CBSE,ENGLISH,Vg,Excellent,OTHERS,HOUSE_WIFE,THREE,Average
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Average
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Vg,COLLEGE_TEACHER,HOUSE_WIFE,TWO,Average
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Good,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Average
male,ST,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Average
male,ST,No Coaching,SEBA,AHSEC,ENGLISH,Average,Average,OTHERS,HOUSE_WIFE,ONE,Average
male,ST,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE,THREE,Average
male,ST,No Coaching,SEBA,AHSEC,ASSAMESE,Vg,Good,CULTIVATOR,HOUSE_WIFE,ONE,Average
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Average
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,TWO,Average
male,ST,No Coaching,SEBA,AHSEC,ENGLISH,Good,Vg,OTHERS,HOUSE_WIFE,ONE,Average
male,ST,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Average
male,ST,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Average
male,ST,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Average
male,ST,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE,TWO,Average
male,ST,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,ONE,Average
female,ST,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,OTHERS,ONE,Average
male,ST,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,THREE,Average
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Vg,CULTIVATOR,OTHERS,TWO,Average
female,ST,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Average
female,ST,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,ENGINEER,HOUSE_WIFE,TWO,Average
female,ST,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE,TWO,Average
male,ST,Within Assam,CBSE,CBSE,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,TWO,Average
male,ST,Outside Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,CULTIVATOR,HOUSE_WIFE,TWO,Average
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,ONE,Average
male,ST,No Coaching,SEBA,AHSEC,ENGLISH,Average,Good,BUSINESS,HOUSE_WIFE,TWO,Average
male,ST,No Coaching,SEBA,AHSEC,ASSAMESE,Average,Average,CULTIVATOR,HOUSE_WIFE,ONE,Average
male,ST,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE,ONE,Average
male,ST,Outside Assam,CBSE,CBSE,ENGLISH,Vg,Excellent,SCHOOL_TEACHER,OTHERS,ONE,Average
male,ST,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,ENGINEER,HOUSE_WIFE,ONE,Average
male,ST,Within Assam,SEBA,AHSEC,ENGLISH,Good,Good,OTHERS,HOUSE_WIFE,TWO,Average
male,ST,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,ONE,Average
female,ST,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,DOCTOR,ONE,Average
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER,TWO,Average
male,ST,Within Assam,CBSE,AHSEC,ENGLISH,Good,Good,OTHERS,SCHOOL_TEACHER,TWO,Average
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Good,ENGINEER,HOUSE_WIFE,ONE,Average
male,ST,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,TWO,Average
male,ST,No Coaching,SEBA,AHSEC,ENGLISH,Good,Average,CULTIVATOR,HOUSE_WIFE,THREE,Average
female,ST,Within Assam,OTHERS,OTHERS,ENGLISH,Vg,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Average
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,SCHOOL_TEACHER,ONE,Average
male,ST,Within Assam,CBSE,CBSE,ENGLISH,Vg,Vg,BANK_OFFICIAL,HOUSE_WIFE,THREE,Average
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Vg,BUSINESS,DOCTOR,ONE,Average
female,ST,Within Assam,SEBA,AHSEC,ASSAMESE,Vg,Good,CULTIVATOR,HOUSE_WIFE,FOUR or More,Average
male,ST,No Coaching,SEBA,AHSEC,ENGLISH,Average,Good,BUSINESS,OTHERS,ONE,Average
male,ST,Within Assam,SEBA,AHSEC,ENGLISH,Good,Good,OTHERS,SCHOOL_TEACHER,TWO,Average
male,ST,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Good,OTHERS,HOUSE_WIFE,TWO,Average
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE,THREE,Average
male,ST,Within Assam,SEBA,AHSEC,ENGLISH,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE,THREE,Average
female,ST,Outside Assam,OTHERS,OTHERS,ENGLISH,Good,Good,CULTIVATOR,HOUSE_WIFE,THREE,Average
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Good,Good,OTHERS,HOUSE_WIFE,TWO,Average
female,ST,No Coaching,SEBA,AHSEC,ENGLISH,Average,Average,SCHOOL_TEACHER,HOUSE_WIFE,THREE,Average
male,ST,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,ONE,Average
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,OTHERS,TWO,Average
male,ST,No Coaching,SEBA,AHSEC,ENGLISH,Vg,Vg,CULTIVATOR,OTHERS,ONE,Average
female,ST,Within Assam,CBSE,AHSEC,ENGLISH,Excellent,Good,BUSINESS,HOUSE_WIFE,TWO,Average
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,OTHERS,TWO,Average
female,ST,No Coaching,SEBA,AHSEC,ENGLISH,Vg,Good,BUSINESS,SCHOOL_TEACHER,ONE,Average
female,ST,Within Assam,SEBA,CBSE,ENGLISH,Good,Vg,DOCTOR,SCHOOL_TEACHER,TWO,Average
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Good,Vg,OTHERS,HOUSE_WIFE,ONE,Average
male,ST,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Good,CULTIVATOR,HOUSE_WIFE,THREE,Average
male,ST,Within Assam,SEBA,CBSE,ENGLISH,Good,Vg,OTHERS,SCHOOL_TEACHER,TWO,Average
male,ST,Within Assam,SEBA,AHSEC,ENGLISH,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE,THREE,Average
female,ST,No Coaching,SEBA,CBSE,ENGLISH,Vg,Good,BUSINESS,OTHERS,ONE,Average
